-10.000000 0.000000 100.000000 1.000000
-9.800000 0.000000 100.000000 1.000000
-9.600000 0.000000 100.000000 1.000000
-9.400000 0.000000 100.000000 1.000000
-9.200000 0.000000 100.000000 1.000000
-9.000000 0.000000 100.000000 1.000000
-8.800000 0.000000 100.000000 1.000000
-8.600000 0.000000 100.000000 1.000000
-8.400000 0.000000 100.000000 1.000000
-8.200000 0.000000 100.000000 1.000000
-8.000000 0.000000 100.000000 1.000000
-7.800000 0.000000 100.000000 1.000000
-7.600000 0.000000 100.000000 1.000000
-7.400000 0.000000 100.000000 1.000000
-7.200000 0.000000 100.000000 1.000000
-7.000000 0.000000 100.000000 1.000000
-6.800000 0.000000 100.000000 1.000000
-6.600000 0.000000 100.000000 1.000000
-6.400000 0.000000 100.000000 1.000000
-6.200000 0.000000 100.000000 1.000000
-6.000000 0.000000 100.000000 1.000000
-5.800000 0.000000 100.000000 1.000000
-5.600000 0.000000 100.000000 1.000000
-5.400000 0.000000 100.000000 1.000000
-5.200000 0.000000 100.000000 1.000000
-5.000000 0.000000 100.000000 1.000000
-4.800000 0.000000 100.000000 1.000000
-4.600000 0.000000 100.000000 1.000000
-4.400000 0.000000 100.000000 1.000000
-4.200000 0.000000 100.000000 1.000000
-4.000000 0.000000 100.000000 1.000000
-3.800000 0.000000 100.000000 1.000000
-3.600000 0.000000 100.000000 1.000000
-3.400000 0.000000 100.000000 1.000000
-3.200000 0.000000 100.000000 1.000000
-3.000000 0.000000 100.000000 1.000000
-2.800000 0.000000 100.000000 1.000000
-2.600000 0.000000 100.000000 1.000000
-2.400000 0.000000 100.000000 1.000000
-2.200000 0.000000 100.000000 1.000000
-2.000000 0.000000 100.000000 1.000000
-1.800000 0.000000 100.000000 1.000000
-1.600000 0.000000 100.000000 1.000000
-1.400000 0.000000 100.000000 1.000000
-1.200000 0.000000 99.999930 1.000000
-1.000000 0.000126 99.999927 1.000000
-0.800000 0.000104 99.973963 1.000000
-0.600000 0.030298 99.982361 1.000002
-0.400000 0.017648 96.373609 0.999732
-0.200000 2.043482 95.469624 1.021589
0.000000 14.744716 7.455700 0.147152
0.200000 1.332696 13.298930 0.125273
0.400000 0.214755 10.130316 0.125002
0.600000 0.005092 10.017865 0.125000
0.800000 0.000677 10.000285 0.125000
1.000000 0.000008 10.000037 0.125000
1.200000 0.000001 10.000000 0.125000
1.400000 0.000000 10.000000 0.125000
1.600000 0.000000 10.000000 0.125000
1.800000 0.000000 10.000000 0.125000
2.000000 0.000000 10.000000 0.125000
2.200000 0.000000 10.000000 0.125000
2.400000 0.000000 10.000000 0.125000
2.600000 0.000000 10.000000 0.125000
2.800000 0.000000 10.000000 0.125000
3.000000 0.000000 10.000000 0.125000
3.200000 0.000000 10.000000 0.125000
3.400000 0.000000 10.000000 0.125000
3.600000 0.000000 10.000000 0.125000
3.800000 0.000000 10.000000 0.125000
4.000000 0.000000 10.000000 0.125000
4.200000 0.000000 10.000000 0.125000
4.400000 0.000000 10.000000 0.125000
4.600000 0.000000 10.000000 0.125000
4.800000 0.000000 10.000000 0.125000
5.000000 0.000000 10.000000 0.125000
5.200000 0.000000 10.000000 0.125000
5.400000 0.000000 10.000000 0.125000
5.600000 0.000000 10.000000 0.125000
5.800000 0.000000 10.000000 0.125000
6.000000 0.000000 10.000000 0.125000
6.200000 0.000000 10.000000 0.125000
6.400000 0.000000 10.000000 0.125000
6.600000 0.000000 10.000000 0.125000
6.800000 0.000000 10.000000 0.125000
7.000000 0.000000 10.000000 0.125000
7.200000 0.000000 10.000000 0.125000
7.400000 0.000000 10.000000 0.125000
7.600000 0.000000 10.000000 0.125000
7.800000 0.000000 10.000000 0.125000
8.000000 0.000000 10.000000 0.125000
8.200000 0.000000 10.000000 0.125000
8.400000 0.000000 10.000000 0.125000
8.600000 0.000000 10.000000 0.125000
8.800000 0.000000 10.000000 0.125000
9.000000 0.000000 10.000000 0.125000
9.200000 0.000000 10.000000 0.125000
9.400000 0.000000 10.000000 0.125000
9.600000 0.000000 10.000000 0.125000
9.800000 0.000000 10.000000 0.125000
